url,domain,time_delta_q1,time_delta_median,time_delta_q3,time_delta_max,time_delta_mean,time_delta_std,pkt_len_median,pkt_len_q3,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_count
https://www.yahoo.com/news/opinion-m-oncologist-surgeon-general-215929726.html,yahoo.com,2e-06,4.5e-05,0.00062,0.101155,0.0008472029899556178,0.003522715919790081,31.0,1110.0,10624.0,637.9960298925736,1214.6236356384077,4282
https://www.yahoo.com/news/rpd-maplewood-park-shooting-151600701.html,yahoo.com,2e-06,4.2e-05,0.00073,0.087981,0.001005020863162201,0.003646222910894404,24.0,391.0,10624.0,485.66155419222906,988.7239167788938,4890
https://www.yahoo.com/news/russia-says-scrambled-fighter-jets-122501092.html,yahoo.com,6e-06,5e-05,0.000757,0.102484,0.0011508302491981248,0.0039654142173181665,31.0,951.5,10624.0,606.5241736556487,1057.2068585449579,4054
https://www.yahoo.com/news/southern-power-issues-statement-following-035039947.html,yahoo.com,8e-06,5.3e-05,0.00094475,0.275006,0.0018938997781065088,0.008348655408317968,24.0,376.0,10624.0,532.528280961183,1070.0178018079127,2705
https://www.yahoo.com/news/sundays-incident-isnt-first-time-020600981.html,yahoo.com,1e-05,6.8e-05,0.000932,0.178271,0.0013414982320797172,0.004855174774927601,31.0,527.0,10624.0,531.0983290488432,1013.8241151793657,3112
https://www.yahoo.com/news/tsu-agriculture-facilities-open-2020-141353543.html,yahoo.com,7e-06,5.7e-05,0.000864,0.092683,0.001315904701073071,0.004387012390820515,24.0,373.5,10624.0,531.3621966794381,1127.9984423975857,3915
https://www.yahoo.com/news/weather/greece/crete/sitia-airport-12523352,yahoo.com,9e-06,6e-05,0.00089275,0.25608,0.001610915302089215,0.0062771151262785,39.0,1328.0,11952.0,911.7200112898673,1801.7977181166852,3543
https://www.yahoo.com/news/weather/india/gujarat/vallabh-vidhyanagar-2288051,yahoo.com,2.8e-05,0.000385,0.002648,0.20255,0.004220368871008298,0.01106771006154866,31.0,1328.0,3984.0,503.5975364504776,756.4025983469276,3978
https://www.yahoo.com/news/weather/switzerland/canton-of-berne/hunibach-782809,yahoo.com,2e-06,6.1e-05,0.001111,1.34961,0.009232061049011179,0.05604752185538451,38.0,839.0,10624.0,586.9296241709653,1018.5611609298697,8142
https://www.yahoo.com/news/zelenskiy-says-kyiv-security-guarantees-222324795.html,yahoo.com,8e-06,7.9e-05,0.000882,0.042169,0.00106209513840428,0.0027913892584356436,24.0,290.0,10624.0,448.7243545010468,903.764294513368,4300
https://www.yahoo.com/tech/chatgpt-store-lets-create-anything-200955715.html,yahoo.com,2.7e-05,0.00047,0.001636,0.621263,0.003720809794490599,0.01317188108436443,24.0,1328.0,6640.0,527.3629859289292,804.976114716603,25158
https://www.yahoo.com/tech/oracle-updates-database-technology-ai-145140929.html,yahoo.com,1.1e-05,3.2e-05,0.000417,0.760605,0.001093497865082363,0.010451285554366967,1328.0,3984.0,51792.0,2454.900066393461,3305.329516854056,87358
https://www.yahoo.com/tech/ranking-arachnophobia-modes-someone-whos-170909248.html,yahoo.com,1.1e-05,5.9e-05,0.000754,0.127037,0.0014354264419961114,0.005020681942454317,24.0,1322.0,10624.0,1024.8833693304537,2236.7953541301563,4630
